Location ,Lat,Long,Year,Max,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2013,128,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2014,131,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2015,128,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2016,143.8,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2017,126.2,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2018,133.6,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2019,131.8,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2020,352.4,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2021,130,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2022,132,,
"Lake Akhmelo, Kolyma ",68.83333,161.0333,2023,130,,
"Lake Glukhoe, Kolyma",68.8,160.95,1996,115,,
"Lake Glukhoe, Kolyma",68.8,160.95,1997,,,
"Lake Glukhoe, Kolyma",68.8,160.95,1998,107,,
"Lake Glukhoe, Kolyma",68.8,160.95,1999,113,,
"Lake Glukhoe, Kolyma",68.8,160.95,2000,121,,
"Lake Glukhoe, Kolyma",68.8,160.95,2001,112,,
"Lake Glukhoe, Kolyma",68.8,160.95,2002,127,,
"Lake Glukhoe, Kolyma",68.8,160.95,2003,138,,
"Lake Glukhoe, Kolyma",68.8,160.95,2004,148,,
"Lake Glukhoe, Kolyma",68.8,160.95,2005,135,,
"Lake Glukhoe, Kolyma",68.8,160.95,2006,141,,
"Lake Glukhoe, Kolyma",68.8,160.95,2007,,,
"Lake Glukhoe, Kolyma",68.8,160.95,2008,142,,
"Lake Glukhoe, Kolyma",68.8,160.95,2009,123,,
"Lake Glukhoe, Kolyma",68.8,160.95,2010,145,,
"Lake Glukhoe, Kolyma",68.8,160.95,2011,142,,
"Lake Glukhoe, Kolyma",68.8,160.95,2012,115,,
"Lake Glukhoe, Kolyma",68.8,160.95,2013,115,,
"Lake Glukhoe, Kolyma",68.8,160.95,2014,130,,
"Lake Glukhoe, Kolyma",68.8,160.95,2015,121,,
"Lake Glukhoe, Kolyma",68.8,160.95,2016,145,,
"Lake Glukhoe, Kolyma",68.8,160.95,2017,108.8,,
"Lake Glukhoe, Kolyma",68.8,160.95,2018,118.4,,
"Lake Glukhoe, Kolyma",68.8,160.95,2019,131,,
"Lake Glukhoe, Kolyma",68.8,160.95,2020,143.4,,
"Lake Glukhoe, Kolyma",68.8,160.95,2021,119,,
"Lake Glukhoe, Kolyma",68.8,160.95,2022,141,,
"Lake Glukhoe, Kolyma",68.8,160.95,2023,140,,
Lavrentia,65.6,-171.05,2000,95.75,,
Lavrentia,65.6,-171.05,2001,98,,
Lavrentia,65.6,-171.05,2002,101,,
Lavrentia,65.6,-171.05,2003,100.5,,
Lavrentia,65.6,-171.05,2004,96.5,,
Lavrentia,65.6,-171.05,2005,95.63,,
Lavrentia,65.6,-171.05,2006,91.5,,
Lavrentia,65.6,-171.05,2007,109.63,,
Lavrentia,65.6,-171.05,2008,87.5,,
Lavrentia,65.6,-171.05,2009,101.25,,
Lavrentia,65.6,-171.05,2010,100.5,,
Lavrentia,65.6,-171.05,2011,97.75,,
Lavrentia,65.6,-171.05,2012,100,,
Lavrentia,65.6,-171.05,2013,102,,
Lavrentia,65.6,-171.05,2014,99.5,,
Lavrentia,65.6,-171.05,2015,106,,
Lavrentia,65.6,-171.05,2016,103.75,,
Lavrentia,65.6,-171.05,2017,100.75,,
Lavrentia,65.6,-171.05,2018,114,,
Lavrentia,65.6,-171.05,2019,101.75,,
Lavrentia,65.6,-171.05,2020,112.5,,
Lavrentia,65.6,-171.05,2021,106.75,,
Lavrentia,65.6,-171.05,2022,102.75,,
Lavrentia,65.6,-171.05,2023,97.25,,
Lavrentia,65.6,-171.05,2024,96,,
Lorino,65.539667,-171.63023,2010,89.25,,
Lorino,65.539667,-171.63023,2011,85,,
Lorino,65.539667,-171.63023,2012,89,,
Lorino,65.539667,-171.63023,2013,91,,
Lorino,65.539667,-171.63023,2014,101.25,,
Lorino,65.539667,-171.63023,2015,100.75,,
Lorino,65.539667,-171.63023,2016,94.75,,
Lorino,65.539667,-171.63023,2017,92.25,,
Lorino,65.539667,-171.63023,2018,106.5,,
Lorino,65.539667,-171.63023,2019,110,,
Lorino,65.539667,-171.63023,2020,111,,
Lorino,65.539667,-171.63023,2021,108,,
Lorino,65.539667,-171.63023,2022,112.75,,
Lorino,65.539667,-171.63023,2023,106,,
Lorino,65.539667,-171.63023,2024,100.25,,
LupineHill,69.12883,-148.5928,1995,20,,
LupineHill,69.12883,-148.5928,1996,23,,
LupineHill,69.12883,-148.5928,1997,10,,
LupineHill,69.12883,-148.5928,1999,24,,
LupineHill,69.12883,-148.5928,2000,18,,
LupineHill,69.12883,-148.5928,2001,19,,
LupineHill,69.12883,-148.5928,2002,20,,
LupineHill,69.12883,-148.5928,2003,23,,
LupineHill,69.12883,-148.5928,2004,16,,
LupineHill,69.12883,-148.5928,2005,18,,
LupineHill,69.12883,-148.5928,2006,20,,
LupineHill,69.12883,-148.5928,2007,12,,
LupineHill,69.12883,-148.5928,2008,18,,
LupineHill,69.12883,-148.5928,2009,22,,
LupineHill,69.12883,-148.5928,2010,30,,
LupineHill,69.12883,-148.5928,2011,31,,
LupineHill,69.12883,-148.5928,2012,24,,
LupineHill,69.12883,-148.5928,2013,32,,
LupineHill,69.12883,-148.5928,2014,24,,
LupineHill,69.12883,-148.5928,2015,20,,
LupineHill,69.12883,-148.5928,2016,25,,
LupineHill,69.12883,-148.5928,2017,25,,
LupineHill,69.12883,-148.5928,2018,27,,
LupineHill,69.12883,-148.5928,2019,24,,
LupineHill,69.12883,-148.5928,2021,21,,
LupineHill,69.12883,-148.5928,2022,19,,
LupineHill,69.12883,-148.5928,2023,27,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,1996,108,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,1997,,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,1998,105,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,1999,106,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2000,86,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2001,77,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2002,88,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2003,78,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2004,95,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2005,99,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2006,90,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2007,95,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2008,90,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2009,82,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2010,91,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2011,87,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2012,78,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2013,110,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2014,103,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2015,84,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2016,70.2,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2017,88.8,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2018,81.4,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2019,76,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2020,90,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2021,71,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2022,107,,
"Malchilovskaya Channel, Kolyma",68.51667,161.4333,2023,81,,
"Marre Sale, Yamal Peninsula",69.71667,66.75,1995,185,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,1996,185,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,1997,185,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,1998,185,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,1999,162,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2000,166,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2001,185,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2002,185,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2003,160,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2004,160,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2005,160,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2006,160,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2007,160,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2008,157,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2009,155,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2010,159,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2011,160,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2012,179,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2013,179,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2014,174,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2015,177,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2016,180,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2017,180,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2018,180,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2019,180,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2020,180,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2021,180,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2022,180,,
Marre Sale_Yamal_Peninsula,69.71667,66.75,2023,180,,
Marshall,61.87901,-162.05759,2009,82,,
Marshall,61.87901,-162.05759,2010,76,,
Marshall,61.87901,-162.05759,2011,67,,
Marshall,61.87901,-162.05759,2012,68,,
Marshall,61.87901,-162.05759,2013,68,,
MentastaFen,62.55,-143.3667,2009,85,,
MentastaFen,62.55,-143.3667,2010,87,,
MentastaFen,62.55,-143.3667,2012,82,,
MentastaFen,62.55,-143.3667,2019,101,,
"Mt. Dionisy, Chukotka",64.56667,177.2,1996,78,,
"Mt. Dionisy, Chukotka",64.56667,177.2,1997,82,,
"Mt. Dionisy, Chukotka",64.56667,177.2,1998,75,,
"Mt. Dionisy, Chukotka",64.56667,177.2,1999,85,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2000,83,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2001,77,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2002,82,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2003,90,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2004,95,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2005,96,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2006,,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2007,101,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2008,100,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2009,89,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2010,73,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2011,87,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2012,83,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2013,81,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2014,88,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2015,89,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2016,104,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2017,94,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2018,92,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2019,89,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2020,91,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2021,91,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2022,90,,
"Mt. Dionisy, Chukotka",64.56667,177.2,2023,80,,
Mt. Rodinka (Burn),68.71667,161.5333,2003,162,,
Mt. Rodinka (Burn),68.71667,161.5333,2004,181,,
Mt. Rodinka (Burn),68.71667,161.5333,2005,190,,
Mt. Rodinka (Burn),68.71667,161.5333,2006,182,,
Mt. Rodinka (Burn),68.71667,161.5333,2007,,,
Mt. Rodinka (Burn),68.71667,161.5333,2008,,,
Mt. Rodinka (Burn),68.71667,161.5333,2009,,,
Mt. Rodinka (Burn),68.71667,161.5333,2010,177,,
Mt. Rodinka (Burn),68.71667,161.5333,2011,177,,
Mt. Rodinka (Burn),68.71667,161.5333,2012,169,,
Mt. Rodinka (Burn),68.71667,161.5333,2013,178,,
Mt. Rodinka (Burn),68.71667,161.5333,2014,174,,
Mt. Rodinka (Burn),68.71667,161.5333,2015,177,,
Mt. Rodinka (Burn),68.71667,161.5333,2016,179,,
Mt. Rodinka (Control),68.7,161.55,2003,78,,
Mt. Rodinka (Control),68.7,161.55,2004,89,,
Mt. Rodinka (Control),68.7,161.55,2005,109,,
Mt. Rodinka (Control),68.7,161.55,2006,98,,
Mt. Rodinka (Control),68.7,161.55,2007,110,,
Mt. Rodinka (Control),68.7,161.55,2008,98,,
Mt. Rodinka (Control),68.7,161.55,2009,142,,
Mt. Rodinka (Control),68.7,161.55,2010,110,,
Mt. Rodinka (Control),68.7,161.55,2011,116,,
Mt. Rodinka (Control),68.7,161.55,2012,93,,
Mt. Rodinka (Control),68.7,161.55,2013,86,,
Mt. Rodinka (Control),68.7,161.55,2014,97,,
Mt. Rodinka (Control),68.7,161.55,2015,100,,
Mt. Rodinka (Control),68.7,161.55,2016,160,,
Mt. Rodinka (Control),68.7,161.55,2017,159,,
Mt. Rodinka (Station),68.74,161.3928,2003,103,,
Mt. Rodinka (Station),68.74,161.3928,2004,106,,
Mt. Rodinka (Station),68.74,161.3928,2005,108,,
Mt. Rodinka (Station),68.74,161.3928,2006,113,,
Mt. Rodinka (Station),68.74,161.3928,2007,118,,
Mt. Rodinka (Station),68.74,161.3928,2008,106,,
Mt. Rodinka (Station),68.74,161.3928,2009,106,,
Mt. Rodinka (Station),68.74,161.3928,2010,108,,
Mt. Rodinka (Station),68.74,161.3928,2011,110,,
Mt. Rodinka (Station),68.74,161.3928,2012,103,,
Mt. Rodinka (Station),68.74,161.3928,2013,99,,
Mt. Rodinka (Station),68.74,161.3928,2014,103,,
Mt. Rodinka (Station),68.74,161.3928,2015,100,,
Mt. Rodinka (Station),68.74,161.3928,2016,103,,
Mt. Rodinka (Station),68.74,161.3928,2017,102,,
Mt. Rodinka (Station),68.74,161.3928,2018,105,,
Mt. Rodinka (Station),68.74,161.3928,2019,38,,
Mt. Rodinka (Station),68.74,161.3928,2020,42,,
Mt. Rodinka (Station),68.74,161.3928,2021,21,,
Mt. Rodinka (Station),68.74,161.3928,2022,78,,
Mt. Rodinka; Kolyma,68.9255,161.5046,1998,107,,
Mt. Rodinka; Kolyma,68.9255,161.5046,1999,112,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2000,118,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2001,119,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2002,119,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2003,121,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2004,127,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2005,135,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2006,124,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2007,136,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2008,119,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2009,118,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2010,126,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2011,125,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2012,118,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2013,116,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2014,119,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2015,123,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2016,125,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2017,126,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2018,147,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2019,165,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2020,139,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2021,12,,
Mt. Rodinka; Kolyma,68.9255,161.5046,2022,131,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2003,125,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2004,135,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2005,137,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2006,130,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2007,141,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2008,135,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2009,130,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2010,140,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2011,139,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2012,130,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2013,128,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2014,139,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2015,135,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2016,145,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2017,144,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2018,159,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2019,84,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2020,86,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2021,50,,
Mt. Rodinka; Kolyma ( 10 m grid),68.7417,161.5042,2022,134,,
Nadym_West_Siberia ,65.314861,72.864194,1997,190,,
Nadym_West_Siberia ,65.314861,72.864194,1998,190,,
Nadym_West_Siberia ,65.314861,72.864194,1999,190,,
Nadym_West_Siberia ,65.314861,72.864194,2000,190,,
Nadym_West_Siberia ,65.314861,72.864194,2001,190,,
Nadym_West_Siberia ,65.314861,72.864194,2002,200,,
Nadym_West_Siberia ,65.314861,72.864194,2003,200,,
Nadym_West_Siberia ,65.314861,72.864194,2004,200,,
Nadym_West_Siberia ,65.314861,72.864194,2005,200,,
Nadym_West_Siberia ,65.314861,72.864194,2006,200,,
Nadym_West_Siberia ,65.314861,72.864194,2007,200,,
Nadym_West_Siberia ,65.314861,72.864194,2008,200,,
Nadym_West_Siberia ,65.314861,72.864194,2009,200,,
Nadym_West_Siberia ,65.314861,72.864194,2010,240,,
Nadym_West_Siberia ,65.314861,72.864194,2011,250,,
Nadym_West_Siberia ,65.314861,72.864194,2012,200,,
Nadym_West_Siberia ,65.314861,72.864194,2013,200,,
Nadym_West_Siberia ,65.314861,72.864194,2014,200,,
Nadym_West_Siberia ,65.314861,72.864194,2015,200,,
Nadym_West_Siberia ,65.314861,72.864194,2016,200,,
Nadym_West_Siberia ,65.314861,72.864194,2017,200,,
Nadym_West_Siberia ,65.314861,72.864194,2018,200,,
Nadym_West_Siberia ,65.314861,72.864194,2019,200,,
Nadym_West_Siberia ,65.314861,72.864194,2020,200,,
Nadym_West_Siberia ,65.314861,72.864194,2021,200,,
Nadym_West_Siberia ,65.314861,72.864194,2022,200,,
Neleger (Yakutsk region),62.31618,129.49952,2008,155,,
Neleger (Yakutsk region),62.31618,129.49952,2009,147,,
Neleger (Yakutsk region),62.31618,129.49952,2010,145,,
Neleger (Yakutsk region),62.31618,129.49952,2011,144,,
Neleger (Yakutsk region),62.31618,129.49952,2012,147,,
Neleger (Yakutsk region),62.31618,129.49952,2013,152,,
Neleger (Yakutsk region),62.31618,129.49952,2014,152,,
Neleger (Yakutsk region),62.31618,129.49952,2015,155,,
Neleger (Yakutsk region),62.31618,129.49952,2016,148,,
Neleger (Yakutsk region),62.31618,129.49952,2017,148,,
Neleger (Yakutsk region),62.31618,129.49952,2018,144,,
Neleger (Yakutsk region),62.31618,129.49952,2019,146,,
Neleger (Yakutsk region),62.31618,129.49952,2020,153,,
Neleger (Yakutsk region),62.31618,129.49952,2021,157,,
Neleger (Yakutsk region),62.31618,129.49952,2022,158,,
Neleger (Yakutsk region),62.31618,129.49952,2023,145,,
Nenana,64.55446,-149.08339,2010,98,,
Nenana,64.55446,-149.08339,2011,89,,
Nenana,64.55446,-149.08339,2012,97,,
Nenana,64.55446,-149.08339,2013,103,,
Nenana,64.55446,-149.08339,2014,103,,
Nenana,64.55446,-149.08339,2015,93,,
Nenana,64.55446,-149.08339,2016,94,,
NomeCreek,65.36988,-147.0609,2010,60,,
NomeCreek,65.36988,-147.0609,2011,61,,
NomeCreek,65.36988,-147.0609,2012,63,,
NomeCreek,65.36988,-147.0609,2013,0,,
NomeCreek,65.36988,-147.0609,2015,60,,
NomeCreek,65.36988,-147.0609,2016,67,,
Novyy Urengoy,66.05003,76.64494,2020,260,,
Novyy Urengoy,66.05003,76.64494,2021,237.5,,
Novyy Urengoy,66.05003,76.64494,2022,260,,
Novyy Urengoy,66.05003,76.64494,2023,230,,
Oktyabrskyy,66.709167,66.567778,2013,131,,
Oktyabrskyy,66.709167,66.567778,2014,113,,
Oktyabrskyy,66.709167,66.567778,2015,125,,
Oktyabrskyy,66.709167,66.567778,2016,134,,
Oktyabrskyy,66.709167,66.567778,2017,118,,
Oktyabrskyy,66.709167,66.567778,2018,127,,
Oktyabrskyy,66.709167,66.567778,2019,129,,
Oktyabrskyy,66.709167,66.567778,2020,173,,
Oktyabrskyy,66.709167,66.567778,2021,170,,
Old_Man,66.45,-150.6166667,1996,46,,
Old_Man,66.45,-150.6166667,1997,,,
Old_Man,66.45,-150.6166667,1998,55,,
Old_Man,66.45,-150.6166667,1999,56,,
Old_Man,66.45,-150.6166667,2000,45,,
Old_Man,66.45,-150.6166667,2001,,,
Old_Man,66.45,-150.6166667,2002,,,
Old_Man,66.45,-150.6166667,2003,55,,
Old_Man,66.45,-150.6166667,2004,57,,
Old_Man,66.45,-150.6166667,2005,54,,
Old_Man,66.45,-150.6166667,2006,55,,
Old_Man,66.45,-150.6166667,2007,53,,
Old_Man,66.45,-150.6166667,2008,50,,
Old_Man,66.45,-150.6166667,2009,50,,
Old_Man,66.45,-150.6166667,2010,58,,
Old_Man,66.45,-150.6166667,2011,58,,
Old_Man,66.45,-150.6166667,2012,61,,
Old_Man,66.45,-150.6166667,2013,48,,
Old_Man,66.45,-150.6166667,2014,58,,
Old_Man,66.45,-150.6166667,2015,55,,
Old_Man,66.45,-150.6166667,2016,54,,
Old_Man,66.45,-150.6166667,2017,62,,
Old_Man,66.45,-150.6166667,2018,56,,
Old_Man,66.45,-150.6166667,2019,64,,
Old_Man,66.45,-150.6166667,2020,,,
Old_Man,66.45,-150.6166667,2021,58,,
Old_Man,66.45,-150.6166667,2022,58,,
Old_Man,66.45,-150.6166667,2023,67,,
Old_Man,66.45,-150.6166667,2024,73,,
Omolon,68.73333,158.9,2007,71,,
Omolon,68.73333,158.9,2008,75,,
Omolon,68.73333,158.9,2009,84,,
Omolon,68.73333,158.9,2010,80,,
Omolon,68.73333,158.9,2011,78,,
Omolon,68.73333,158.9,2012,90,,
Omolon,68.73333,158.9,2013,90,,
Omolon,68.73333,158.9,2014,68,,
Omolon,68.73333,158.9,2015,74,,
Omolon,68.73333,158.9,2016,109,,
Omolon,68.73333,158.9,2017,81.2,,
Omolon,68.73333,158.9,2018,103,,
Omolon,68.73333,158.9,2019,66,,
Omolon,68.73333,158.9,2020,114.8,,
Omolon,68.73333,158.9,2021,89,,
Omolon,68.73333,158.9,2022,90,,
Omolon,68.73333,158.9,2023,92,,
Owl_River_Auyuittuq_NP,66.87932,-64.69728,2009,56.5,,
Owl_River_Auyuittuq_NP,66.87932,-64.69728,2010,56.5,,
Owl_River_Auyuittuq_NP,66.87932,-64.69728,2011,68.5,,
Owl_River_Auyuittuq_NP,66.87932,-64.69728,2012,65,,
Owl_River_Auyuittuq_NP,66.87932,-64.69728,2013,43.5,,
Owl_River_Auyuittuq_NP,66.87932,-64.69728,2014,49,,
Owl_River_Auyuittuq_NP,66.87932,-64.69728,2015,42,,
Owl_River_Auyuittuq_NP,66.87932,-64.69728,2016,54.5,,
Owl_River_Auyuittuq_NP,66.87932,-64.69728,2017,44.5,,
Parisento_Gydan_Peninsula,70.11667,75.58333,1992,130,,
Parisento_Gydan_Peninsula,70.11667,75.58333,1993,120,,
Parisento_Gydan_Peninsula,70.11667,75.58333,1994,,,
Parisento_Gydan_Peninsula,70.11667,75.58333,1995,185,,
Pearl_Creek,"	64.9000000",-147.8166667,1969,55,,
Pearl_Creek,"	64.9000000",-147.8166667,1970,61,,
Pearl_Creek,"	64.9000000",-147.8166667,1971,62,,
Pearl_Creek,"	64.9000000",-147.8166667,1972,60,,
Pearl_Creek,"	64.9000000",-147.8166667,1973,62,,
Pearl_Creek,"	64.9000000",-147.8166667,1974,59,,
Pearl_Creek,"	64.9000000",-147.8166667,1975,58,,
Pearl_Creek,"	64.9000000",-147.8166667,1976,59,,
Pearl_Creek,"	64.9000000",-147.8166667,1977,63,,
Pearl_Creek,"	64.9000000",-147.8166667,1978,63,,
Pearl_Creek,"	64.9000000",-147.8166667,1979,66,,
Pearl_Creek,"	64.9000000",-147.8166667,1980,65,,
Pearl_Creek,"	64.9000000",-147.8166667,1981,66,,
Pearl_Creek,"	64.9000000",-147.8166667,1982,70,,
Pearl_Creek,"	64.9000000",-147.8166667,1983,71,,
Pearl_Creek,"	64.9000000",-147.8166667,1984,64,,
Pearl_Creek,"	64.9000000",-147.8166667,1985,67,,
Pearl_Creek,"	64.9000000",-147.8166667,1986,66,,
Pearl_Creek,"	64.9000000",-147.8166667,1987,65,,
Pearl_Creek,"	64.9000000",-147.8166667,1988,71,,
Pearl_Creek,"	64.9000000",-147.8166667,1989,65,,
Pearl_Creek,"	64.9000000",-147.8166667,1990,78,,
Pearl_Creek,"	64.9000000",-147.8166667,1991,70,,
Pearl_Creek,"	64.9000000",-147.8166667,1992,75,,
Pearl_Creek,"	64.9000000",-147.8166667,1993,72,,
Pearl_Creek,"	64.9000000",-147.8166667,1994,71,,
Pearl_Creek,"	64.9000000",-147.8166667,1995,77,,
Pearl_Creek,"	64.9000000",-147.8166667,1996,66,,
Pearl_Creek,"	64.9000000",-147.8166667,1997,70,,
Pearl_Creek,"	64.9000000",-147.8166667,1998,75,,
Pearl_Creek,"	64.9000000",-147.8166667,1999,67,,
Pearl_Creek,"	64.9000000",-147.8166667,2000,68,,
Pearl_Creek,"	64.9000000",-147.8166667,2001,71,,
Pearl_Creek,"	64.9000000",-147.8166667,2002,72,,
Pearl_Creek,"	64.9000000",-147.8166667,2003,75,,
Pearl_Creek,"	64.9000000",-147.8166667,2004,74,,
Pearl_Creek,"	64.9000000",-147.8166667,2005,87,,
Pearl_Creek,"	64.9000000",-147.8166667,2006,85,,
Pearl_Creek,"	64.9000000",-147.8166667,2007,98,,
Pearl_Creek,"	64.9000000",-147.8166667,2008,89,,
Pearl_Creek,"	64.9000000",-147.8166667,2009,89,,
Pearl_Creek,"	64.9000000",-147.8166667,2010,88,,
Pearl_Creek,"	64.9000000",-147.8166667,2011,92,,
Pearl_Creek,"	64.9000000",-147.8166667,2012,87,,
Pearl_Creek,"	64.9000000",-147.8166667,2013,87,,
